reachid,down_reachid,strahler,n_upstream,is_outlet,component
149,165,6,52,0,0
150,138,3,0,0,0
151,195,6,44,0,0
152,124,3,0,0,0
153,154,3,0,0,0
154,214,4,2,0,0
155,188,3,0,0,0
156,174,3,0,0,0
157,173,3,0,0,0
158,154,3,0,0,0
159,184,5,10,0,0
160,212,5,46,0,0
161,179,3,0,0,0
162,159,3,0,0,0
163,164,3,0,0,0
164,160,4,2,0,0
165,176,6,54,0,0
166,167,3,0,0,0
167,174,4,2,0,0
168,173,3,0,0,0
169,164,3,0,0,0
170,255,3,0,0,0
171,197,5,16,0,0
172,178,3,0,0,0
173,188,4,2,0,0
174,216,4,4,0,0
175,165,3,0,0,0
176,234,6,58,0,0
177,183,3,0,0,0
178,192,4,2,0,0
179,180,5,12,0,0
180,171,5,14,0,0
181,178,3,0,0,0
182,146,3,0,0,0
183,184,4,2,0,0
184,204,5,14,0,0
185,196,3,0,0,0
186,167,3,0,0,0
187,210,3,0,0,0
188,209,4,4,0,0
189,171,3,0,0,0
190,242,3,0,0,0
191,137,4,8,0,0
192,179,5,10,0,0
193,196,3,0,0,0
194,203,3,0,0,0
195,222,6,80,0,0
196,250,4,2,0,0
197,214,5,20,0,0
198,195,5,34,0,0
199,209,3,0,0,0
200,277,3,0,0,0
201,208,3,0,0,0
202,205,5,24,0,0
203,202,5,22,0,0
204,203,5,20,0,0
205,198,5,26,0,0
206,287,3,0,0,0
207,191,3,0,0,0
208,176,4,2,0,0
209,235,4,6,0,0
210,216,4,2,0,0
211,212,3,0,0,0
212,217,5,48,0,0
213,210,3,0,0,0
214,246,5,24,0,0
215,205,3,0,0,0
216,239,5,8,0,0
217,240,5,50,0,0
218,235,3,0,0,0
219,267,3,0,0,0
220,234,3,0,0,0
221,251,3,0,0,0
222,295,7,292,0,0
223,192,4,6,0,0
224,146,3,0,0,0
225,282,3,0,0,0
226,204,4,4,0,0
227,231,3,0,0,0
228,245,3,0,0,0
229,223,4,4,0,0
230,223,3,0,0,0
231,226,4,2,0,0
232,289,3,0,0,0
233,226,3,0,0,0
234,238,6,60,0,0
235,255,4,8,0,0
236,208,3,0,0,0
237,229,3,0,0,0
238,240,6,82,0,0
239,276,5,10,0,0
240,253,6,134,0,0
241,295,3,0,0,0
242,246,4,2,0,0
243,217,3,0,0,0
244,239,3,0,0,0
245,250,4,2,0,0
246,294,5,28,0,0
247,231,3,0,0,0
248,245,3,0,0,0
249,251,3,0,0,0
250,287,5,6,0,0
251,272,4,2,0,0
252,276,3,0,0,0
253,284,6,136,0,0
254,275,3,0,0,0
255,257,4,10,0,0
256,269,3,0,0,0
257,384,5,16,0,0
258,261,4,2,0,0
259,266,4,2,0,0
260,286,3,0,0,0
261,257,4,4,0,0
262,191,4,6,0,0
263,261,3,0,0,0
264,258,3,0,0,0
265,242,3,0,0,0
266,283,4,4,0,0
267,277,4,2,0,0
268,267,3,0,0,0
269,262,4,4,0,0
270,306,3,0,0,0
271,336,3,0,0,0
272,309,4,4,0,0
273,309,3,0,0,0
274,275,3,0,0,0
275,286,4,2,0,0
276,292,5,12,0,0
277,313,4,4,0,0
278,306,3,0,0,0
279,282,3,0,0,0
280,320,3,0,0,0
281,289,3,0,0,0
282,292,4,2,0,0
283,294,5,8,0,0
284,303,7,198,0,0
285,272,3,0,0,0
286,290,4,4,0,0
287,303,5,8,0,0
288,339,3,0,0,0
289,344,4,2,0,0
290,238,5,20,0,0
291,283,4,2,0,0
292,333,5,16,0,0
293,262,3,0,0,0
294,350,6,38,0,0
295,299,7,294,0,0
296,313,3,0,0,0
297,339,3,0,0,0
298,266,3,0,0,0
299,324,7,296,0,0
300,222,7,210,0,0
301,397,3,0,0,0
302,299,3,0,0,0
303,300,7,208,0,0
304,291,3,0,0,0
305,229,4,2,0,0
306,322,4,2,0,0
307,305,3,0,0,0
308,291,3,0,0,0
309,420,4,6,0,0
310,314,3,0,0,0
311,300,3,0,0,0
312,253,3,0,0,0
313,341,4,6,0,0
314,356,4,2,0,0
315,314,3,0,0,0
316,259,3,0,0,0
317,358,3,0,0,0
318,361,3,0,0,0
319,372,3,0,0,0
320,336,4,2,0,0
321,269,4,2,0,0
322,380,5,6,0,0
323,324,3,0,0,0
324,425,7,298,0,0
325,373,3,0,0,0
326,385,3,0,0,0
327,442,3,0,0,0
328,320,3,0,0,0
329,352,4,2,0,0
330,321,3,0,0,0
331,334,3,0,0,0
332,333,3,0,0,0
333,379,5,18,0,0
334,350,4,2,0,0
335,290,4,14,0,0
336,372,4,4,0,0
337,305,3,0,0,0
338,329,3,0,0,0
339,398,4,2,0,0
340,180,3,0,0,0
341,566,5,12,0,0
342,363,3,0,0,0
343,322,4,2,0,0
344,341,4,4,0,0
345,392,3,0,0,0
346,334,3,0,0,0
347,356,3,0,0,0
348,259,3,0,0,0
349,321,3,0,0,0
350,388,6,42,0,0
351,344,3,0,0,0
352,413,4,4,0,0
353,410,3,0,0,0
354,343,3,0,0,0
355,343,3,0,0,0
356,363,4,4,0,0
357,367,3,0,0,0
358,374,4,4,0,0
359,485,3,0,0,0
360,335,3,0,0,0
361,335,4,12,0,0
362,379,3,0,0,0
363,443,4,6,0,0
364,484,3,0,0,0
365,374,3,0,0,0
366,373,3,0,0,0
367,358,4,2,0,0
368,397,3,0,0,0
369,352,3,0,0,0
370,496,3,0,0,0
371,436,3,0,0,0
372,444,4,6,0,0
373,383,4,2,0,0
374,426,4,6,0,0
375,418,3,0,0,0
376,402,3,0,0,0
377,378,3,0,0,0
378,389,4,2,0,0
379,544,5,20,0,0
380,425,5,8,0,0
381,378,3,0,0,0
382,450,3,0,0,0
383,385,4,4,0,0
384,394,5,18,0,0
385,420,4,6,0,0
386,380,3,0,0,0
387,405,3,0,0,0
388,562,6,52,0,0
389,403,4,4,0,0
390,367,3,0,0,0
391,410,3,0,0,0
392,284,6,60,0,0
393,361,4,10,0,0
394,418,5,20,0,0
395,394,3,0,0,0
396,461,3,0,0,0
397,405,4,2,0,0
398,618,4,4,0,0
399,441,3,0,0,0
400,411,3,0,0,0
401,453,3,0,0,0
402,446,4,6,0,0
403,388,5,8,0,0
404,415,3,0,0,0
405,415,4,4,0,0
406,411,3,0,0,0
407,384,3,0,0,0
408,398,3,0,0,0
409,402,4,4,0,0
410,509,4,2,0,0
411,519,4,2,0,0
412,563,3,0,0,0
413,483,4,6,0,0
414,403,4,2,0,0
415,453,4,6,0,0
416,409,3,0,0,0
417,431,3,0,0,0
418,428,5,22,0,0
419,414,3,0,0,0
420,446,5,14,0,0
421,426,3,0,0,0
422,383,3,0,0,0
423,473,3,0,0,0
424,436,3,0,0,0
425,502,7,308,0,0
426,451,4,8,0,0
427,486,3,0,0,0
428,518,5,24,0,0
429,478,3,0,0,0
430,441,3,0,0,0
431,393,4,8,0,0
432,449,3,0,0,0
433,409,4,2,0,0
434,458,3,0,0,0
435,449,3,0,0,0
436,461,4,2,0,0
437,413,3,0,0,0
438,442,3,0,0,0
439,433,3,0,0,0
440,392,6,58,0,0
441,525,4,2,0,0
442,443,4,2,0,0
443,495,5,10,0,0
444,544,4,8,0,0
445,428,3,0,0,0
446,457,5,22,0,0
447,389,3,0,0,0
448,451,3,0,0,0
449,471,4,2,0,0
450,440,4,2,0,0
451,486,4,10,0,0
452,463,3,0,0,0
453,556,4,8,0,0
454,474,3,0,0,0
455,433,3,0,0,0
456,457,3,0,0,0
457,474,5,24,0,0
458,465,4,2,0,0
459,482,3,0,0,0
460,444,3,0,0,0
461,507,4,4,0,0
462,470,3,0,0,0
463,473,4,6,0,0
464,591,3,0,0,0
465,463,4,4,0,0
466,393,3,0,0,0
467,458,3,0,0,0
468,573,3,0,0,0
469,471,3,0,0,0
470,431,4,6,0,0
471,478,4,4,0,0
472,450,3,0,0,0
473,500,4,8,0,0
474,497,5,26,0,0
475,485,3,0,0,0
476,483,4,2,0,0
477,533,3,0,0,0
478,534,4,6,0,0
479,476,3,0,0,0
480,484,3,0,0,0
481,547,3,0,0,0
482,506,4,2,0,0
483,535,5,10,0,0
484,508,4,2,0,0
485,607,4,2,0,0
486,521,4,12,0,0
487,500,3,0,0,0
488,538,3,0,0,0
489,414,3,0,0,0
490,329,3,0,0,0
491,505,3,0,0,0
492,495,3,0,0,0
493,523,3,0,0,0
494,470,4,4,0,0
495,522,5,12,0,0
496,516,6,72,0,0
497,539,5,28,0,0
498,534,3,0,0,0
499,482,3,0,0,0
500,522,4,10,0,0
501,465,3,0,0,0
502,505,7,342,0,0
503,521,3,0,0,0
504,494,3,0,0,0
505,506,7,344,0,0
506,554,7,348,0,0
507,512,6,62,0,0
508,514,6,68,0,0
509,510,7,112,0,0
510,519,7,114,0,0
511,539,3,0,0,0
512,508,6,64,0,0
513,507,6,56,0,0
514,496,6,70,0,0
515,513,3,0,0,0
516,509,7,108,0,0
517,510,3,0,0,0
518,525,5,26,0,0
519,538,7,118,0,0
520,528,3,0,0,0
521,563,4,14,0,0
522,527,5,24,0,0
523,494,4,2,0,0
524,512,3,0,0,0
525,536,5,30,0,0
526,533,3,0,0,0
527,513,6,54,0,0
528,546,4,2,0,0
529,528,3,0,0,0
530,476,3,0,0,0
531,604,3,0,0,0
532,566,3,0,0,0
533,623,4,2,0,0
534,580,4,8,0,0
535,587,5,12,0,0
536,502,5,32,0,0
537,497,3,0,0,0
538,555,7,120,0,0
539,564,5,30,0,0
540,590,3,0,0,0
541,535,3,0,0,0
542,564,3,0,0,0
543,637,3,0,0,0
544,569,5,30,0,0
545,598,3,0,0,0
546,679,4,4,0,0
547,550,4,2,0,0
548,527,5,28,0,0
549,562,3,0,0,0
550,567,5,8,0,0
551,568,3,0,0,0
552,546,3,0,0,0
553,548,3,0,0,0
554,567,7,350,0,0
555,603,7,124,0,0
556,578,4,10,0,0
557,514,3,0,0,0
558,568,3,0,0,0
559,556,3,0,0,0
560,547,3,0,0,0
561,518,3,0,0,0
562,578,6,54,0,0
563,584,4,16,0,0
564,582,5,32,0,0
565,696,3,0,0,0
566,606,5,14,0,0
567,718,7,360,0,0
568,580,4,2,0,0
569,591,5,32,0,0
570,594,3,0,0,0
571,594,3,0,0,0
572,554,3,0,0,0
573,620,7,134,0,0
574,550,4,4,0,0
575,635,3,0,0,0
576,548,5,26,0,0
577,599,3,0,0,0
578,615,6,66,0,0
579,619,3,0,0,0
580,615,5,12,0,0
581,523,3,0,0,0
582,633,5,36,0,0
583,574,3,0,0,0
584,606,5,20,0,0
585,555,4,2,0,0
586,623,3,0,0,0
587,675,5,22,0,0
588,699,3,0,0,0
589,536,3,0,0,0
590,618,4,2,0,0
591,607,5,34,0,0
592,576,5,24,0,0
593,585,3,0,0,0
594,592,4,2,0,0
595,603,3,0,0,0
596,598,3,0,0,0
597,617,3,0,0,0
598,636,4,2,0,0
599,574,4,2,0,0
600,639,3,0,0,0
601,569,3,0,0,0
602,573,7,132,0,0
603,602,7,126,0,0
604,582,4,2,0,0
605,625,3,0,0,0
606,622,6,36,0,0
607,648,5,38,0,0
608,638,3,0,0,0
609,590,3,0,0,0
610,650,3,0,0,0
611,690,3,0,0,0
612,587,4,8,0,0
613,625,3,0,0,0
614,599,3,0,0,0
615,620,6,80,0,0
616,516,6,34,0,0
617,584,4,2,0,0
618,684,5,8,0,0
619,612,4,6,0,0
620,670,7,216,0,0
621,576,3,0,0,0
622,626,6,64,0,0
623,637,4,4,0,0
624,626,3,0,0,0
625,755,4,2,0,0
626,708,6,66,0,0
627,617,3,0,0,0
628,704,3,0,0,0
629,585,3,0,0,0
630,602,4,4,0,0
631,604,3,0,0,0
632,667,3,0,0,0
633,707,5,38,0,0
634,630,3,0,0,0
635,638,4,6,0,0
636,635,4,4,0,0
637,661,4,6,0,0
638,657,4,8,0,0
639,616,4,10,0,0
640,639,4,8,0,0
641,666,3,0,0,0
642,651,3,0,0,0
643,673,3,0,0,0
644,633,3,0,0,0
645,612,3,0,0,0
646,689,3,0,0,0
647,619,4,4,0,0
648,673,5,40,0,0
649,667,3,0,0,0
650,721,4,2,0,0
651,440,6,54,0,0
652,648,3,0,0,0
653,650,3,0,0,0
654,636,3,0,0,0
655,656,3,0,0,0
656,647,4,2,0,0
657,702,4,10,0,0
658,657,3,0,0,0
659,819,3,0,0,0
660,666,3,0,0,0
661,686,4,8,0,0
662,679,3,0,0,0
663,640,4,6,0,0
664,661,3,0,0,0
665,647,3,0,0,0
666,668,4,2,0,0
667,710,4,2,0,0
668,677,5,10,0,0
669,678,3,0,0,0
670,742,7,334,0,0
671,707,3,0,0,0
672,688,3,0,0,0
673,743,5,42,0,0
674,668,5,6,0,0
675,651,6,52,0,0
676,663,3,0,0,0
677,683,5,12,0,0
678,674,4,2,0,0
679,698,4,6,0,0
680,640,3,0,0,0
681,663,4,4,0,0
682,692,3,0,0,0
683,616,6,22,0,0
684,689,5,22,0,0
685,656,3,0,0,0
686,695,4,10,0,0
687,688,3,0,0,0
688,630,4,2,0,0
689,724,5,24,0,0
690,699,4,6,0,0
691,752,3,0,0,0
692,622,5,26,0,0
693,681,4,2,0,0
694,681,3,0,0,0
695,710,4,12,0,0
696,690,4,4,0,0
697,677,3,0,0,0
698,780,6,104,0,0
699,713,4,8,0,0
700,693,3,0,0,0
701,675,6,28,0,0
702,717,4,12,0,0
703,678,3,0,0,0
704,684,4,12,0,0
705,696,4,2,0,0
706,701,3,0,0,0
707,715,5,40,0,0
708,719,6,94,0,0
709,763,5,18,0,0
710,709,5,16,0,0
711,724,3,0,0,0
712,686,3,0,0,0
713,715,4,10,0,0
714,718,3,0,0,0
715,801,5,52,0,0
716,766,3,0,0,0
717,592,5,20,0,0
718,746,7,362,0,0
719,698,6,96,0,0
720,723,3,0,0,0
721,742,5,68,0,0
722,683,5,8,0,0
723,772,4,2,0,0
724,816,5,26,0,0
725,749,3,0,0,0
726,748,3,0,0,0
727,704,4,10,0,0
728,761,3,0,0,0
729,738,3,0,0,0
730,727,3,0,0,0
731,695,3,0,0,0
732,705,3,0,0,0
733,713,3,0,0,0
734,740,3,0,0,0
735,670,6,116,0,0
736,705,3,0,0,0
737,763,3,0,0,0
738,717,4,6,0,0
739,692,5,24,0,0
740,722,4,4,0,0
741,693,3,0,0,0
742,785,7,404,0,0
743,813,5,46,0,0
744,702,3,0,0,0
745,749,5,62,0,0
746,752,7,364,0,0
747,727,4,8,0,0
748,786,4,6,0,0
749,721,5,64,0,0
750,722,4,2,0,0
751,750,3,0,0,0
752,780,7,366,0,0
753,784,3,0,0,0
754,747,3,0,0,0
755,880,4,4,0,0
756,750,3,0,0,0
757,709,3,0,0,0
758,745,3,0,0,0
759,745,5,60,0,0
760,854,3,0,0,0
761,766,4,2,0,0
762,822,3,0,0,0
763,739,5,20,0,0
764,740,4,2,0,0
765,761,3,0,0,0
766,748,4,4,0,0
767,803,3,0,0,0
768,785,3,0,0,0
769,793,3,0,0,0
770,781,3,0,0,0
771,781,3,0,0,0
772,777,5,6,0,0
773,784,3,0,0,0
774,764,3,0,0,0
775,735,3,0,0,0
776,746,3,0,0,0
777,701,6,26,0,0
778,755,3,0,0,0
779,759,5,58,0,0
780,800,7,472,0,0
781,809,4,2,0,0
782,801,3,0,0,0
783,779,4,2,0,0
784,789,4,2,0,0
785,793,7,406,0,0
786,735,6,114,0,0
787,797,3,0,0,0
788,791,3,0,0,0
789,738,4,4,0,0
790,809,3,0,0,0
791,674,4,2,0,0
792,764,3,0,0,0
793,963,7,408,0,0
794,797,3,0,0,0
795,743,4,2,0,0
796,789,3,0,0,0
797,873,4,2,0,0
798,857,3,0,0,0
799,847,3,0,0,0
800,914,7,474,0,0
801,779,5,54,0,0
802,987,3,0,0,0
803,708,5,26,0,0
804,800,3,0,0,0
805,825,3,0,0,0
806,777,5,18,0,0
807,795,3,0,0,0
808,759,3,0,0,0
809,825,4,4,0,0
810,840,3,0,0,0
811,853,3,0,0,0
812,829,3,0,0,0
813,949,6,80,0,0
814,783,3,0,0,0
815,860,3,0,0,0
816,819,5,30,0,0
817,840,3,0,0,0
818,823,3,0,0,0
819,813,5,32,0,0
820,862,3,0,0,0
821,822,3,0,0,0
822,853,4,2,0,0
823,747,4,6,0,0
824,786,6,106,0,0
825,857,4,6,0,0
826,772,4,2,0,0
827,847,3,0,0,0
828,918,3,0,0,0
829,739,4,2,0,0
830,832,3,0,0,0
831,846,4,2,0,0
832,855,4,2,0,0
833,831,3,0,0,0
834,791,3,0,0,0
835,832,3,0,0,0
836,783,3,0,0,0
837,719,3,0,0,0
838,829,3,0,0,0
839,897,3,0,0,0
840,855,4,2,0,0
841,889,3,0,0,0
842,723,3,0,0,0
843,930,3,0,0,0
844,912,3,0,0,0
845,826,3,0,0,0
846,806,4,4,0,0
847,883,4,2,0,0
848,823,4,4,0,0
849,852,3,0,0,0
850,883,3,0,0,0
851,852,3,0,0,0
852,973,4,2,0,0
853,881,4,4,0,0
854,806,5,12,0,0
855,875,5,6,0,0
856,824,3,0,0,0
857,877,4,8,0,0
858,848,3,0,0,0
859,862,3,0,0,0
860,816,4,2,0,0
861,875,3,0,0,0
862,890,4,2,0,0
863,824,6,104,0,0
864,884,3,0,0,0
865,871,3,0,0,0
866,871,3,0,0,0
867,916,3,0,0,0
868,803,5,24,0,0
869,881,3,0,0,0
870,876,3,0,0,0
871,898,4,2,0,0
872,863,3,0,0,0
873,887,5,14,0,0
874,877,3,0,0,0
875,952,5,8,0,0
876,898,4,2,0,0
877,897,4,10,0,0
878,860,3,0,0,0
879,826,3,0,0,0
880,873,5,10,0,0
881,955,4,6,0,0
882,848,4,2,0,0
883,936,4,4,0,0
884,868,4,2,0,0
885,887,3,0,0,0
886,882,3,0,0,0
887,937,5,16,0,0
888,882,3,0,0,0
889,880,4,4,0,0
890,863,6,102,0,0
891,901,3,0,0,0
892,914,3,0,0,0
893,884,3,0,0,0
894,854,5,10,0,0
895,920,3,0,0,0
896,894,4,6,0,0
897,918,4,12,0,0
898,913,5,6,0,0
899,795,3,0,0,0
900,901,3,0,0,0
901,889,4,2,0,0
902,927,3,0,0,0
903,912,3,0,0,0
904,846,3,0,0,0
905,913,3,0,0,0
906,972,3,0,0,0
907,1005,3,0,0,0
908,1014,3,0,0,0
909,922,3,0,0,0
910,831,3,0,0,0
911,894,4,2,0,0
912,922,4,2,0,0
913,1008,5,8,0,0
914,1046,7,476,0,0
915,949,4,2,0,0
916,896,4,4,0,0
917,915,3,0,0,0
918,942,4,14,0,0
919,944,3,0,0,0
920,932,6,80,0,0
921,952,3,0,0,0
922,1029,4,4,0,0
923,876,3,0,0,0
924,954,4,2,0,0
925,927,3,0,0,0
926,1000,3,0,0,0
927,959,4,2,0,0
928,911,3,0,0,0
929,916,4,2,0,0
930,920,6,78,0,0
931,997,3,0,0,0
932,890,6,98,0,0
933,944,3,0,0,0
934,929,3,0,0,0
935,1003,3,0,0,0
936,1005,4,6,0,0
937,868,5,20,0,0
938,936,3,0,0,0
939,930,6,76,0,0
940,945,3,0,0,0
941,945,3,0,0,0
942,948,6,72,0,0
943,1018,4,2,0,0
944,958,4,2,0,0
945,983,4,2,0,0
946,943,3,0,0,0
947,959,9,20062,0,0
948,939,6,74,0,0
949,1151,6,84,0,0
950,1026,3,0,0,0
951,1027,3,0,0,0
952,955,5,10,0,0
953,943,3,0,0,0
954,988,5,36,0,0
955,968,5,18,0,0
956,924,3,0,0,0
957,958,3,0,0,0
958,1051,4,4,0,0
959,1049,9,20066,0,0
960,965,3,0,0,0
961,1038,3,0,0,0
962,997,3,0,0,0
963,1002,7,448,0,0
964,924,3,0,0,0
965,937,4,2,0,0
966,915,3,0,0,0
967,972,3,0,0,0
968,973,5,20,0,0
969,965,3,0,0,0
970,948,3,0,0,0
971,947,3,0,0,0
972,1041,4,2,0,0
973,1029,5,24,0,0
974,1129,3,0,0,0
975,896,3,0,0,0
976,1007,3,0,0,0
977,1000,3,0,0,0
978,1030,3,0,0,0
979,1034,3,0,0,0
980,942,6,56,0,0
981,998,3,0,0,0
982,1135,3,0,0,0
983,1014,4,4,0,0
984,1027,3,0,0,0
985,1001,3,0,0,0
986,1020,3,0,0,0
987,980,6,54,0,0
988,963,5,38,0,0
989,998,3,0,0,0
990,983,3,0,0,0
991,1087,3,0,0,0
992,1003,3,0,0,0
993,1173,3,0,0,0
994,1013,3,0,0,0
995,1106,3,0,0,0
996,1055,3,0,0,0
997,1058,4,2,0,0
998,1085,4,2,0,0
999,1022,3,0,0,0
1000,1074,4,2,0,0
1001,1009,8,710,0,0
1002,1001,8,708,0,0
1003,1030,4,2,0,0
1004,1124,3,0,0,0
1005,1025,4,8,0,0
1006,1057,3,0,0,0
1007,947,9,20060,0,0
1008,1022,5,14,0,0
1009,1025,8,712,0,0
1010,1091,3,0,0,0
1011,1031,3,0,0,0
1012,1033,3,0,0,0
1013,1017,4,2,0,0
1014,1045,4,6,0,0
1015,1051,3,0,0,0
1016,1013,3,0,0,0
1017,1007,9,20058,0,0
1018,1181,4,4,0,0
1019,1116,3,0,0,0
1020,1089,4,2,0,0
1021,1017,9,20054,0,0
1022,1039,5,16,0,0
1023,1034,3,0,0,0
1024,911,3,0,0,0
1025,1053,8,722,0,0
1026,1116,4,4,0,0
1027,1026,4,2,0,0
1028,968,3,0,0,0
1029,1037,5,30,0,0
1030,1031,4,4,0,0
1031,1038,4,6,0,0
1032,939,3,0,0,0
1033,1044,5,34,0,0
1034,1049,4,2,0,0
1035,1053,3,0,0,0
1036,1018,3,0,0,0
1037,1033,5,32,0,0
1038,1055,4,8,0,0
1039,1118,5,18,0,0
1040,1020,3,0,0,0
1041,1063,4,4,0,0
1042,1045,3,0,0,0
1043,1050,3,0,0,0
1044,987,6,52,0,0
1045,1197,4,8,0,0
1046,1058,7,482,0,0
1047,1079,3,0,0,0
1048,1156,3,0,0,0
1049,1177,9,20070,0,0
1050,932,5,16,0,0
1051,1147,4,6,0,0
1052,1046,4,4,0,0
1053,1067,8,724,0,0
1054,980,3,0,0,0
1055,1126,4,10,0,0
1056,1041,3,0,0,0
1057,1008,4,4,0,0
1058,1088,7,486,0,0
1059,1057,4,2,0,0
1060,1120,3,0,0,0
1061,1105,3,0,0,0
1062,1082,3,0,0,0
1063,1173,4,6,0,0
1064,1074,3,0,0,0
1065,1147,3,0,0,0
1066,1076,3,0,0,0
1067,1089,8,726,0,0
1068,988,3,0,0,0
1069,1137,3,0,0,0
1070,1059,3,0,0,0
1071,1059,3,0,0,0
1072,1079,3,0,0,0
1073,1052,3,0,0,0
1074,1099,4,4,0,0
1075,1021,9,20052,0,0
1076,1082,4,2,0,0
1077,1085,3,0,0,0
1078,1105,3,0,0,0
1079,1112,4,2,0,0
1080,1120,3,0,0,0
1081,1063,3,0,0,0
1082,1126,4,4,0,0
1083,1225,3,0,0,0
1084,929,3,0,0,0
1085,1400,4,4,0,0
1086,1044,5,16,0,0
1087,1091,4,2,0,0
1088,1125,7,490,0,0
1089,1101,8,730,0,0
1090,1099,3,0,0,0
1091,1111,4,4,0,0
1092,1097,4,6,0,0
1093,1197,3,0,0,0
1094,1119,3,0,0,0
1095,1086,3,0,0,0
1096,1021,3,0,0,0
1097,1075,4,8,0,0
1098,1106,3,0,0,0
1099,1181,4,6,0,0
1100,1039,3,0,0,0
1101,1172,8,732,0,0
1102,954,5,32,0,0
1103,1155,3,0,0,0
1104,1150,3,0,0,0
1105,1167,4,2,0,0
1106,1158,4,2,0,0
1107,1156,3,0,0,0
1108,1088,4,2,0,0
1109,1108,3,0,0,0
1110,1076,3,0,0,0
1111,1151,5,14,0,0
1112,1002,7,258,0,0
1113,1067,3,0,0,0
1114,1172,3,0,0,0
1115,1009,3,0,0,0
1116,1258,4,6,0,0
1117,1160,3,0,0,0
1118,1146,5,22,0,0
1119,1118,4,2,0,0
1120,1165,4,2,0,0
1121,1191,3,0,0,0
1122,1119,3,0,0,0
1123,1124,3,0,0,0
1124,1146,4,2,0,0
1125,1143,7,492,0,0
1126,1137,5,16,0,0
1127,1102,3,0,0,0
1128,1037,3,0,0,0
1129,1135,4,2,0,0
1130,1170,3,0,0,0
1131,1148,4,2,0,0
1132,1258,3,0,0,0
1133,1145,3,0,0,0
1134,1248,3,0,0,0
1135,1186,4,4,0,0
1136,1144,3,0,0,0
